NAF_SECTION,Entité,g CO2 / € du secteur,g CO2 /  € de l'entreprise,tonnes CO2 scopes 1 & 2
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Arval Service Lease,11.337593411672346,0.7032989612065521,1410.83
INFORMATION ET COMMUNICATION,Carrefour DSI,3.7966957841262348,0.6963381045426323,397
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Carrefour Location  bail,11.337593411672346,0.6875586960638019,575
ACTIVITÉS FINANCIÈRES ET DASSURANCE,COFIDIS,0.9862627254439513,0.6702342168361861,826
INDUSTRIE MANUFACTURIÈRE,Cosmétique Active Production,111.09005926541855,0.6599134924469204,207.1
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Manpower France,11.337593411672346,0.6538833964686291,1959
INFORMATION ET COMMUNICATION,Bayard Presse SA,3.7966957841262348,0.5758378440631118,210
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Challancin Accueil et Services,11.337593411672346,0.5509109599195969,6.25
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,THIRIET DISTRIBUTION SAS,19.57412416974631,0.5416940262476581,164.55
INFORMATION ET COMMUNICATION,SBS Sopra Banking Software,3.7966957841262348,0.5207988889623701,126
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Les Volants,11.337593411672346,0.5204594816963493,8.3
ACTIVITÉS FINANCIÈRES ET DASSURANCE,BNP Paribas Asset Management,0.9862627254439513,0.5103774601704397,540.42
INFORMATION ET COMMUNICATION,OCTO Technology,3.7966957841262348,0.4918882022774003,63.1
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,TECH DATA,10.451564077108435,0.43749261838435055,1071
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,SYNERGIE,11.337593411672346,0.4357389546536148,959
TRANSPORTS ET ENTREPOSAGE,TN INTERNATIONAL,204.66311751274316,0.4273082599320356,100.47
HÉBERGEMENT ET RESTAURATION,COMPASS GROUP FRANCE,35.39174818344916,0.415564307554546,727
INFORMATION ET COMMUNICATION,TALAN,3.7966957841262348,0.4137397774730272,52.3
INDUSTRIE MANUFACTURIÈRE,Airbus Defence and Space,111.09005926541855,0.38382557731352956,1791
ACTIVITÉS FINANCIÈRES ET DASSURANCE,CREDIT INDUSTRIEL ET COMMERCIAL,0.9862627254439513,0.38022961665693716,1954
INFORMATION ET COMMUNICATION,Groupe Astek,3.7966957841262348,0.3494661264230989,66
INFORMATION ET COMMUNICATION,SYNCHRONE TECHNOLOGIES,3.7966957841262348,0.33795438557970536,42.9
ACTIVITÉS FINANCIÈRES ET DASSURANCE,SAS,0.9862627254439513,0.3362105357881201,86
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,AYME et fils SAS,10.451564077108435,0.3281263632810312,83
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Elis Services,19.57412416974631,0.3169060746131111,97
INDUSTRIE MANUFACTURIÈRE,LATELEC,111.09005926541855,0.3072870294950971,57.56
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Sanofi Aventis Groupe,19.57412416974631,0.29320695102685623,1856
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,EcoAct SAS,11.337593411672346,0.2778021433407666,4
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Natixis,0.9862627254439513,0.27203668217903093,3975
INFORMATION ET COMMUNICATION,Sopra Steria,3.7966957841262348,0.25048621037092583,1069
INFORMATION ET COMMUNICATION,ISS,3.7966957841262348,0.24625172578053725,61
HÉBERGEMENT ET RESTAURATION,Elior Restauration Entreprises,35.39174818344916,0.22104918996282596,97.84
ACTIVITÉS FINANCIÈRES ET DASSURANCE,AXA IM PARIS,0.9862627254439513,0.214524627232245,351.01
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,LABORATOIRE GLAXOSMITHKLINE,10.451564077108435,0.21066057025699625,162.4
INDUSTRIE MANUFACTURIÈRE,espo sud,111.09005926541855,0.19270535298000094,0.36
INDUSTRIE MANUFACTURIÈRE,Airbus sas,111.09005926541855,0.1458879803830546,5835
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,SIEMENS HEALTHCARE SAS,10.451564077108435,0.12990164177987987,73.15
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,SAFRAN SA,19.57412416974631,0.11606160616061606,1899
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Les Compagnons,11.337593411672346,0.08183356079926282,10
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Decathlon SE,10.451564077108435,0.07643102455994337,957.64
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Challancin Prevention Sécurité,11.337593411672346,0.07231923780475775,6.25
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Elior Services Propreté et Santé,11.337593411672346,0.05488307823551305,23
ACTIVITÉS FINANCIÈRES ET DASSURANCE,PARROT SA,0.9862627254439513,0.04902725083588864,5.66
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,SANOFIAVENTIS FRANCE,10.451564077108435,0.0457267283614589,84
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Entreprise Guy Challancin,11.337593411672346,0.03912114700048276,6.25
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,TOTAL MARKETING FRANCE,10.451564077108435,0.027109037022135282,460.86
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,ITM Alimentaire International,10.451564077108435,0.01931898514639894,324
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Credit AgricoleSA,0.9862627254439513,0.013017034978121475,946
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Air Liquide SA,19.57412416974631,0.012712193983705057,523
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,ALD SA,19.57412416974631,0.01207948299812768,120
INFORMATION ET COMMUNICATION,SOLUTEC,3.7966957841262348,0.0005764337489647394,0.1
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,SUEZ Recyclage  Valorisation France siège social,19.57412416974631,0.00008027936802620406,0.02
INDUSTRIE MANUFACTURIÈRE,Goodrich Actuation Systems SAS,111.09005926541855,null,2899
