NAF_SECTION,Entité,g CO2 / € du secteur,g CO2 /  € de l'entreprise,tonnes CO2 scopes 1 & 2
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Stanhome France,10.451564077108435,16.913008077807003,859.1
INDUSTRIE MANUFACTURIÈRE,Cooperl Arc Atlantique,111.09005926541855,16.88506892714663,42719
INDUSTRIE MANUFACTURIÈRE,NTNSNR Roulements,111.09005926541855,16.859511699636414,11211
INFORMATION ET COMMUNICATION,CIRCET,3.7966957841262348,16.80426549470043,17762.15
SANTÉ HUMAINE ET ACTION SOCIALE,POLYCLINIQUE BORDEAUX NORD AQUITAINE,38.179840396068116,16.79702632180114,1756
INFORMATION ET COMMUNICATION,BergerLevrault,3.7966957841262348,16.70790384281788,1830
INDUSTRIE MANUFACTURIÈRE,SABENA TECHNICS,111.09005926541855,16.655001866925605,3345.05
INDUSTRIE MANUFACTURIÈRE,AIGLE International,111.09005926541855,16.553053722576564,1531.17
INDUSTRIE MANUFACTURIÈRE,Ponticelli Frères,111.09005926541855,16.538755142211585,5108
INDUSTRIE MANUFACTURIÈRE,DAHER AEROSPACE SA,111.09005926541855,16.53656822687326,12642
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,NETMAN,11.337593411672346,16.291311223369327,583
INDUSTRIE MANUFACTURIÈRE,LISI AEROSPACE  BLANC AERO INDUSTRIES,111.09005926541855,16.195351670779004,3321.6
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Framatome,10.451564077108435,16.160145000570022,39123
CONSTRUCTION,INEO INFRACOM,36.54854887929035,16.12758722329165,5488
INDUSTRIE MANUFACTURIÈRE,SMRC Automotive Modules France SAS,111.09005926541855,16.081148726601203,6452
INDUSTRIE MANUFACTURIÈRE,Ingram Micro Services,111.09005926541855,16.02730136306474,952
INDUSTRIE MANUFACTURIÈRE,BOIRON,111.09005926541855,15.990783664154959,8703
HÉBERGEMENT ET RESTAURATION,API Restauration,35.39174818344916,15.832706961565579,8976
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Coopérateurs de Normandie Picardie,10.451564077108435,15.821926911043626,5365
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Azurial,11.337593411672346,15.796587408174073,418.1
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Aptar France SAS,11.337593411672346,15.74453851213148,10398
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Gan Prévoyance,0.9862627254439513,15.72986243269434,1482
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Royal Canin SAS,10.451564077108435,15.525699542848248,16773.39
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Couleurs de Tollens,10.451564077108435,15.4488383896173,2932
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Districo,10.451564077108435,15.31697629934121,3783.8
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,DOCKS DE LOISE,10.451564077108435,15.237763718634165,3371
INDUSTRIE MANUFACTURIÈRE,LGL France,111.09005926541855,15.19845175388532,1993.5
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Eneria,10.451564077108435,15.154861813010326,2472
INFORMATION ET COMMUNICATION,Canon France Business Services,3.7966957841262348,15.076911674699716,504.5
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Total Petrochemical France,19.57412416974631,15.07086381531889,42659
CONSTRUCTION,utb,36.54854887929035,15.040464069335375,2247
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,ANIMALIS,10.451564077108435,14.950490354820719,1125
TRANSPORTS ET ENTREPOSAGE,DPD FRANCE,204.66311751274316,14.919527568139026,9242
TRANSPORTS ET ENTREPOSAGE,CAT SAS,204.66311751274316,14.918507507569117,5909
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,PROLIANS Rhône Alpes Auvergne,10.451564077108435,14.90469119605349,3706
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,TROUILLARD,10.451564077108435,14.798079681016558,5389
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,SONEN,10.451564077108435,14.795998089416841,3669
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,BaurésProlians,10.451564077108435,14.704293880032875,1911
TRANSPORTS ET ENTREPOSAGE,Carrefour entrepôts,204.66311751274316,14.686247556561877,25619
TRANSPORTS ET ENTREPOSAGE,CALBERSON RHONE ALPES,204.66311751274316,14.685594916070078,2186
INDUSTRIE MANUFACTURIÈRE,LIEBHERR France SAS,111.09005926541855,14.533040379872935,8408
CONSTRUCTION,Eiffage Energie Systèmes  Nord,36.54854887929035,14.292738945302524,1029.97
INDUSTRIE MANUFACTURIÈRE,Clauger,111.09005926541855,14.292396139072498,4005.1
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,JCDecaux France,19.57412416974631,14.284645276863543,8439
INDUSTRIE MANUFACTURIÈRE,STELIA AEROSPACE SAS,111.09005926541855,14.056265529269892,20841
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,SAS PRO IMPEC,11.337593411672346,13.992943145167898,881.29
INDUSTRIE MANUFACTURIÈRE,Nutrition  Santé,111.09005926541855,13.97667764146561,4371
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,JUNGHEINRICH FRANCE SAS,10.451564077108435,13.972048893026956,4855.9
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Hanes France,10.451564077108435,13.884081517880267,5203
CONSTRUCTION,EES  Clemessy,36.54854887929035,13.846185976305685,7084
INDUSTRIE MANUFACTURIÈRE,Mars Wrigley Confectionery France,111.09005926541855,13.73864091067511,10351
INFORMATION ET COMMUNICATION,BOUYGUES TELECOM,3.7966957841262348,13.666567581552552,12413.48
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,RICOH France SASU,10.451564077108435,13.575833538722915,6041.96
TRANSPORTS ET ENTREPOSAGE,SNCF,204.66311751274316,13.574097746596111,913211
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,BIEFCariçaie,19.57412416974631,13.501295883310227,11.2
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,SPEEDY FRANCE,10.451564077108435,13.497357853173183,2248
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Solocal,19.57412416974631,13.403817498887488,6122.86
INDUSTRIE MANUFACTURIÈRE,RADIALL,111.09005926541855,13.353718837783562,2201
ENSEIGNEMENT,Fondation APPRENTIS DAUTEUIL,13.264843887438962,13.279277373572222,5454
INDUSTRIE MANUFACTURIÈRE,CELVIA,111.09005926541855,13.27575308066179,3449
INDUSTRIE MANUFACTURIÈRE,GIMA,111.09005926541855,13.234505097919017,3729.9
ENSEIGNEMENT,Grenoble Ecole de Management,13.264843887438962,13.16928334741179,816.95
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Carrefour Hypermarché,10.451564077108435,13.085054336028033,290840
CONSTRUCTION,Société Bourbonnaise de Travaux Publics et de Construction,36.54854887929035,13.060772346525964,2645
INDUSTRIE MANUFACTURIÈRE,GKN Driveline SA,111.09005926541855,13.05089507410715,3460.7
INDUSTRIE MANUFACTURIÈRE,Manitowoc,111.09005926541855,12.993304462478083,6709
CONSTRUCTION,Brézillon,36.54854887929035,12.860619035469206,3225
INDUSTRIE MANUFACTURIÈRE,SAFRAN HELICOPTER ENGINES,111.09005926541855,12.779678613513994,16864
TRANSPORTS ET ENTREPOSAGE,Decathlon Logistique France,204.66311751274316,12.722919162309049,4851
INDUSTRIE MANUFACTURIÈRE,SIGVARIS,111.09005926541855,12.574880204814939,1196
Prdn  distr élec gaz vap  air cond,Chauffage Rationnel et Applications Modernes CRAM SAS,453.26341942164385,12.549850987904943,1552
INDUSTRIE MANUFACTURIÈRE,Alstom Power Systems,111.09005926541855,12.540903253092031,7115.22
INDUSTRIE MANUFACTURIÈRE,MARS PF FRANCE,111.09005926541855,12.525285980731002,10211
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,GIVAUDAN FRANCE SAS,10.451564077108435,12.428992243243172,4630.25
INDUSTRIE MANUFACTURIÈRE,RATIERFIGEAC,111.09005926541855,12.408790655907744,3474
SANTÉ HUMAINE ET ACTION SOCIALE,SA CLINIQUE SAINT PIERRE,38.179840396068116,12.342987067626803,842.48
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,ARCADIS ESG,19.57412416974631,12.322910125803663,1138.4
INDUSTRIE MANUFACTURIÈRE,SPBI,111.09005926541855,12.27371818464936,10838
CONSTRUCTION,Eiffage Construction NordPasDeCalais,36.54854887929035,12.249070917688863,1383.35
INFORMATION ET COMMUNICATION,Axione,3.7966957841262348,12.238032835871913,8564.45
INDUSTRIE MANUFACTURIÈRE,SHISEIDO INTERNATIONAL FRANCE,111.09005926541855,12.167821620181272,2945
INDUSTRIE MANUFACTURIÈRE,BASF AGRIPRODUCTION SAS,111.09005926541855,12.139288257327872,6975.73
INDUSTRIE MANUFACTURIÈRE,EIFFAGE METAL,111.09005926541855,12.137707287910485,3226.78
INDUSTRIE MANUFACTURIÈRE,Safran Aerosystems,111.09005926541855,12.064132456576981,3684
INDUSTRIE MANUFACTURIÈRE,STILL,111.09005926541855,12.033772293402691,3561.32
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Hilti France SA,10.451564077108435,12.011205514696435,5047
INDUSTRIE MANUFACTURIÈRE,LILLY FRANCE SAS,111.09005926541855,11.993557222674443,10063
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,CARGLASS SAS,10.451564077108435,11.924196020225757,9619
INDUSTRIE MANUFACTURIÈRE,Bosch Automotive Steering,111.09005926541855,11.916242315569354,1244.32
CONSTRUCTION,EIFFAGE ÉNERGIE SYSTÈMES  Transport  Distribution,36.54854887929035,11.909592961634592,2078
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,ALSTOM POWER SERVICE,19.57412416974631,11.893584846650564,2873
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,PUM PLASTIQUES,10.451564077108435,11.824196010622277,6826
INDUSTRIE MANUFACTURIÈRE,Aspen Notre Dame de Bondeville,111.09005926541855,11.814185300634074,3327.5
TRANSPORTS ET ENTREPOSAGE,DERET LOGISTIQUE,204.66311751274316,11.713540247802893,3558.67
INDUSTRIE MANUFACTURIÈRE,SA Bernard,111.09005926541855,11.693680367486754,6156.6
INDUSTRIE MANUFACTURIÈRE,Laboratoires ML,111.09005926541855,11.667470688485208,3232
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,MEDIAPOST SAS,19.57412416974631,11.576199977852001,3891
INDUSTRIE MANUFACTURIÈRE,SAINT GOBAIN GLASSOLUTIONS MENUISIERS INDUSTRIELS,111.09005926541855,11.488094177495226,1245
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,MIGSO,19.57412416974631,11.4654185899991,891.7
INDUSTRIE MANUFACTURIÈRE,MERCK MILLIPORE SAS,111.09005926541855,11.452606630687836,15714
TRANSPORTS ET ENTREPOSAGE,DHL International Express,204.66311751274316,11.382665033291303,6295
INDUSTRIE MANUFACTURIÈRE,KUHN SAS,111.09005926541855,11.296538266422427,8506
CONSTRUCTION,Bouygues Batiment NordEst,36.54854887929035,11.287479481194058,3629.36
INDUSTRIE MANUFACTURIÈRE,CALOR SA,111.09005926541855,11.25120535454085,2013
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,FAURECIA SYSTEMES ECHAPPEMENT,19.57412416974631,11.12061099590118,6594.03
INFORMATION ET COMMUNICATION,BT Services France,3.7966957841262348,11.0537464209071,775.02
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,SCHIEVER DISTRIBUTION,10.451564077108435,11.032697458534344,7222.97
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,GSF PHEBUS,11.337593411672346,11.000420130052198,307
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,GROUPE SECOB RENNES,19.57412416974631,10.915542249919254,95.44
INDUSTRIE MANUFACTURIÈRE,SOITEC CORPORATE SERVICES,111.09005926541855,10.914948652151063,6376
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Scalian,0.9862627254439513,10.906395595086828,206
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,FEU VERT,10.451564077108435,10.872007023260409,3951.4
INDUSTRIE MANUFACTURIÈRE,SKF France,111.09005926541855,10.836073156081957,7349.64
CONSTRUCTION,EIFFAGE ENERGIE SYSTEMES IDF,36.54854887929035,10.830984205245512,4077.02
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,GUERBET SA,19.57412416974631,10.811740969663866,15519
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,LUSTRAL,11.337593411672346,10.764441470328741,373.23
INDUSTRIE MANUFACTURIÈRE,Axon Cable SAS,111.09005926541855,10.63445130007119,1714.94
AGRICULTURE SYLVICULTURE ET PÊCHE,Limagrain Europe SAS,32.21353907408442,10.609982231067063,4653.5
HÉBERGEMENT ET RESTAURATION,LAlsacienne de Restauration,35.39174818344916,10.573841928348951,447
INDUSTRIE MANUFACTURIÈRE,Diagnostica Stago,111.09005926541855,10.562580728201889,4027
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,MERCK SANTE SAS,19.57412416974631,10.462914009440352,7829.74
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Derichebourg Propreté,11.337593411672346,10.44267629026871,4455.24
TRANSPORTS ET ENTREPOSAGE,GEFCO FRANCE SAS,204.66311751274316,10.435837414819405,16050.7
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Quadient France,11.337593411672346,10.425817039623269,1576.71
ACTIVITÉS FINANCIÈRES ET DASSURANCE,Crédit Mutuel ARKEA,0.9862627254439513,10.425095123141839,3118
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,SAFEN,11.337593411672346,10.388861081934317,553
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,SCA ARTERRIS,10.451564077108435,10.297362717365601,10495
INDUSTRIE MANUFACTURIÈRE,NXP Semiconductors France SAS,111.09005926541855,10.268253137144521,1754
INDUSTRIE MANUFACTURIÈRE,BBGR,111.09005926541855,10.266251412351965,2057
INFORMATION ET COMMUNICATION,LEST REPUBLICAIN,3.7966957841262348,10.239359187102245,824
INDUSTRIE MANUFACTURIÈRE,RENAULT TRUCKS SAS,111.09005926541855,10.22465311878321,40603.12
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Sodiaal Union,10.451564077108435,10.216797282488702,50439
INDUSTRIE MANUFACTURIÈRE,SOURIAU SAS  ESTERLINE,111.09005926541855,10.096386776302626,2680
INDUSTRIE MANUFACTURIÈRE,LATECOERE,111.09005926541855,10.010772477838751,2964.44
CONSTRUCTION,INEO RHONEALPES AUVERGNE,36.54854887929035,9.987228544682672,1654
TRANSPORTS ET ENTREPOSAGE,ALLOGA FRANCE,204.66311751274316,9.958338154465576,1234
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,TAPIS SAINT MACLOU,10.451564077108435,9.905148264476841,2217
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,ASTURIENNE,10.451564077108435,9.815848772753212,2926
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,MERIDIONALE DES BOIS ET MATERIAUX,10.451564077108435,9.800039950931032,2890
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,CASTEL FRERES,10.451564077108435,9.791550417956234,6996
CONSTRUCTION,Bouygues Construction SA,36.54854887929035,9.725,1945
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,GSF SAS,11.337593411672346,9.719057707288322,9432.19
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,M MATERIAUX,10.451564077108435,9.702329287550038,4299
INDUSTRIE MANUFACTURIÈRE,Safran Aircraft Engines,111.09005926541855,9.690061799581734,70901
TRANSPORTS ET ENTREPOSAGE,AREA,204.66311751274316,9.656691756930421,5260
INDUSTRIE MANUFACTURIÈRE,Snop France,111.09005926541855,9.645813305394988,4498
INDUSTRIE MANUFACTURIÈRE,NEXTER Systems,111.09005926541855,9.60239078657451,8720.44
CONSTRUCTION,INEO INDUSTRIE  TERTIAIRE EST,36.54854887929035,9.59231364061125,1546
INDUSTRIE MANUFACTURIÈRE,Nexeya France,111.09005926541855,9.577079642797624,633
INDUSTRIE MANUFACTURIÈRE,Delphi Connection Systems France SAS,111.09005926541855,9.574986143676478,1249
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,ARVATO,11.337593411672346,9.548060353199416,848
INDUSTRIE MANUFACTURIÈRE,MARKEMIMAJE Industries,111.09005926541855,9.51802360726531,648.19
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,GSF ATHENA,11.337593411672346,9.494314823058021,354
CONSTRUCTION,RAZELBEC,36.54854887929035,9.403386526525916,16053.8
INDUSTRIE MANUFACTURIÈRE,Groupe SEB Moulinex,111.09005926541855,9.251792343332042,1764
INDUSTRIE MANUFACTURIÈRE,Peugeot Citroën Sochaux SNC,111.09005926541855,9.220257180387403,84877.89
INDUSTRIE MANUFACTURIÈRE,Sika France SAS,111.09005926541855,9.177660630038535,2660
CONSTRUCTION,Bouygues Bâtiment IledeFrance,36.54854887929035,9.161202514854272,12768
INFORMATION ET COMMUNICATION,Groupe PROGRES SA,3.7966957841262348,9.09729568188437,783
INDUSTRIE MANUFACTURIÈRE,Thales AVS FRANCE SAS,111.09005926541855,9.047988216140785,11671
CONSTRUCTION,SICRA ÎledeFrance,36.54854887929035,9.0120312572975,1705
INFORMATION ET COMMUNICATION,ALTEN SUDOUEST,3.7966957841262348,8.987282806167606,1157.58
INDUSTRIE MANUFACTURIÈRE,PSA Automobiles SA,111.09005926541855,8.912287250226477,457334.35
INDUSTRIE MANUFACTURIÈRE,SAFRAN NACELLES,111.09005926541855,8.81092455017821,10259
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,ALDI REIMS SARL,10.451564077108435,8.71996201348501,5061.32
INDUSTRIE MANUFACTURIÈRE,GENERAL ELECTRIC ENERGY PRODUCTS FRANCE SNC,111.09005926541855,8.683088159818984,11444
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Alstom Transport SA,19.57412416974631,8.67198113449363,33832
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,EFR Services France,10.451564077108435,8.654464338556643,1204.36
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,DISTRIBUTION SANITAIRE CHAUFFAGE,10.451564077108435,8.653263738468052,14187
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,STMicroelectronics site de Grenoble,19.57412416974631,8.65265976086354,2194.7
INDUSTRIE MANUFACTURIÈRE,LES MAROQUINERIES DES ALPES,111.09005926541855,8.641351848159834,425.46
HÉBERGEMENT ET RESTAURATION,Club Med SAS,35.39174818344916,8.638603696098563,4207
INDUSTRIE MANUFACTURIÈRE,Faurecia Sièges dAutomobile,111.09005926541855,8.626823009699134,7423.67
AUTRES ACTIVITÉS DE SERVICES,Konica Minolta,34.512807637621336,8.550205302617057,3641
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,LA BOITE A OUTILS,10.451564077108435,8.541672840828388,2613
CONSTRUCTION,Bouygues Travaux Publics Régions France,36.54854887929035,8.52113053647251,1960
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,CHARVET LA MURE BIANCO,10.451564077108435,8.51617741059216,5782.01
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,SOUFFLET AGRICULTURE,10.451564077108435,8.471074518349267,10766
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,BMCE,10.451564077108435,8.464658963505116,3962
CONSTRUCTION,DODIN CAMPENON BERNARD,36.54854887929035,8.344547890640808,2711
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,SA COMPAGNIE PETROLIERE DE LOUEST,10.451564077108435,8.336867929519022,7707
INDUSTRIE MANUFACTURIÈRE,SIS,111.09005926541855,8.305434640621675,436.8
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,MATY,10.451564077108435,8.304812578368264,494
SANTÉ HUMAINE ET ACTION SOCIALE,CLINIQUE PASTEUR,38.179840396068116,8.298716804920092,1073
INDUSTRIE MANUFACTURIÈRE,MERSEN,111.09005926541855,8.297178096837639,782
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Bayer SAS,10.451564077108435,8.23687282088214,11618
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,ORYS,19.57412416974631,8.211847948922705,858.79
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,MABEO Industries,10.451564077108435,8.193705527603719,1740
INDUSTRIE MANUFACTURIÈRE,LDC BOURGOGNE,111.09005926541855,8.176061546679529,1809
INDUSTRIE MANUFACTURIÈRE,Continental Automotive France SAS,111.09005926541855,8.074365777147628,3911.93
INFORMATION ET COMMUNICATION,ISAGRI,3.7966957841262348,8.062525283308153,796.7
Prdn  distr élec gaz vap  air cond,Électricité de strasbourg,453.26341942164385,7.995511115033983,12682
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,POINT P SAS,10.451564077108435,7.940143387302316,4416
INDUSTRIE MANUFACTURIÈRE,VMANE FILS,111.09005926541855,7.9367555991984835,10951.81
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,HERIGE,19.57412416974631,7.936079983806797,9566.5
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,SECURITAS ACCUEIL SARL,11.337593411672346,7.925298344846584,158
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Cegos,19.57412416974631,7.846478863294953,629
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,GSF PHOCEA,11.337593411672346,7.840609176827558,281
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,CLEAR CHANNEL FRANCE,19.57412416974631,7.793406419343531,1516
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Algeco,11.337593411672346,7.733497628111841,2247
INDUSTRIE MANUFACTURIÈRE,LES MANUFACTURES DE FRANCHE COMTE,111.09005926541855,7.681582102877134,361.98
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Schneider Electric IT France,10.451564077108435,7.655083879209182,1004
CONSTRUCTION,ENGIE Ineo  Tertiaire IDF,36.54854887929035,7.611154517533729,1107
INDUSTRIE MANUFACTURIÈRE,BORGWARNER Transmission Systems Tulle SAS,111.09005926541855,7.5587179406543585,1134
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,La Vie Claire,10.451564077108435,7.544110080275409,2197
INDUSTRIE MANUFACTURIÈRE,Les Grands Chais de France,111.09005926541855,7.54067952024377,8602
INFORMATION ET COMMUNICATION,Proservia,3.7966957841262348,7.533463575447847,1782
TRANSPORTS ET ENTREPOSAGE,La Poste,204.66311751274316,7.502417187750521,233962.88
INDUSTRIE MANUFACTURIÈRE,HillRom,111.09005926541855,7.492159033020675,1383
INDUSTRIE MANUFACTURIÈRE,AGCO SAS,111.09005926541855,7.444140308485242,6094.67
INFORMATION ET COMMUNICATION,DOCAPOSTE DPS,3.7966957841262348,7.441268176591543,726
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Webhelp Compiègne,11.337593411672346,7.421540374671311,197.52
INDUSTRIE MANUFACTURIÈRE,HERTA,111.09005926541855,7.401015759463058,5906
TRANSPORTS ET ENTREPOSAGE,Groupe SANEF,204.66311751274316,7.374382156429299,11876
INDUSTRIE MANUFACTURIÈRE,SA,111.09005926541853,7.302103993184826,27180
INDUSTRIE MANUFACTURIÈRE,Safran Electronics  Defense,111.09005926541855,7.301582222791048,11410
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,Andra,19.57412416974631,7.230539654581928,1773.42
INDUSTRIE MANUFACTURIÈRE,Livbag SAS groupe Autoliv,111.09005926541855,7.206873567133772,1013.25
INDUSTRIE MANUFACTURIÈRE,Cheminées POUJOULAT SA,111.09005926541855,7.1267544178605196,1764
INDUSTRIE MANUFACTURIÈRE,SEW USOCOME,111.09005926541855,7.096514584629019,3044
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,SOM,19.57412416974631,7.077167247100565,849.56
INDUSTRIE MANUFACTURIÈRE,NAVAL GROUP,111.09005926541855,7.046659055401994,23454.1
INDUSTRIE MANUFACTURIÈRE,ITRON FRANCE,111.09005926541855,7.038934275743588,2425
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,SECURITAS FRANCE SARL,11.337593411672346,7.026203476428807,7444
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,Toyota Material Handling France,10.451564077108435,6.944231700731308,2675
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,GE ENERGY,19.57412416974631,6.8486597089352435,2171
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,CASTORAMA SAS,19.57412416974631,6.83744850204922,18173
INDUSTRIE MANUFACTURIÈRE,THALES ALENIA SPACE FRANCE,111.09005926541855,6.813098509540701,9513
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,LOXAM,11.337593411672346,6.789625014626434,27968.19
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,METRO France,10.451564077108435,6.6919833023237025,26467.8
INFORMATION ET COMMUNICATION,SAPESO,3.7966957841262348,6.6803841797429655,1752
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,Prosegur sécurité humaine,11.337593411672346,6.672947468235227,908
INDUSTRIE MANUFACTURIÈRE,CAMERON SAS,111.09005926541855,6.6611588168503,1100
ACTIVITÉS FINANCIÈRES ET DASSURANCE,CNP Assurances,0.9862627254439513,6.631219141663502,3492
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,STEM PROPRETE,11.337593411672346,6.621397499558455,223.59
INDUSTRIE MANUFACTURIÈRE,SAS,111.09005926541855,6.55834882211592,5865.48
INDUSTRIE MANUFACTURIÈRE,NESTLE WATERS SUPPLY SUD,111.09005926541855,6.554673698152884,2158
ACTIVITÉS DE SCE ADMINISTR  DE SOUTIEN,EUROP NET II,11.337593411672346,6.520273529711301,243.16
ACT SPÉCIALISÉE SCIENTIFIQ  TECHNIQ,TechnicAtome,19.57412416974631,6.478696822210964,3031
INDUSTRIE MANUFACTURIÈRE,JELD WEN FRANCE,111.09005926541855,6.466267247298275,418
CONSTRUCTION,PARISOUEST Construction,36.54854887929035,6.433518183679711,600
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,OREXAD,10.451564077108435,6.393545591495406,3793
COMMERCE  RÉPAR AUTOMOBILE  MOTOCYCLE,ABB France,10.451564077108435,6.295003785385705,2966
INDUSTRIE MANUFACTURIÈRE,Boehringer Ingelheim France,111.09005926541855,6.285577303066609,2108
TRANSPORTS ET ENTREPOSAGE,ESCOTA,204.66311751274316,6.243332311465359,4073.15
INFORMATION ET COMMUNICATION,EDITION DES DENIERES NOUVELLES DALSACE,3.7966957841262348,6.219819468902879,483
INDUSTRIE MANUFACTURIÈRE,WILO SALMSON,111.09005926541855,6.097884534819849,1359
INDUSTRIE MANUFACTURIÈRE,MBK Industrie,111.09005926541855,6.055191602068548,3647
INDUSTRIE MANUFACTURIÈRE,Thales LAS France,111.09005926541855,6.043691462138688,11986
INFORMATION ET COMMUNICATION,ALTEN TECHNOLOGIES,3.7966957841262348,6.010339353897636,280.19
INDUSTRIE MANUFACTURIÈRE,Dassault Aviation,111.09005926541855,6.008324576635971,33472.22
INDUSTRIE MANUFACTURIÈRE,Renault SAS,111.09005926541855,5.910526447920066,235434
